sample_index,split,logit_class_0,logit_class_1,logit_difference_z1_minus_z0,prob_predict_proba_class_0,prob_predict_proba_class_1,prob_softmax_logits_class_0,prob_softmax_logits_class_1,abs_diff_class_0,abs_diff_class_1,actual_target
9730,train,10.488343,-11.0388775,-21.527222,1.0,4.4755671e-10,1.0,4.4755502e-10,0.0,1.6930901e-15,0
9731,train,11.150191,-10.383244,-21.533436,1.0,4.4478246e-10,1.0,4.4478243e-10,0.0,2.7755576e-17,0
9732,train,14.020646,-13.426432,-27.447079,1.0,1.2019465e-12,1.0,1.2019466e-12,0.0,1.0842022e-19,0
9733,train,8.153214,-7.7270975,-15.880312,0.9999999,1.2684346e-07,0.9999999,1.2684346e-07,0.0,0.0,0
9734,train,8.20208,-7.5036883,-15.705769,0.9999999,1.5103282e-07,0.9999999,1.5103281e-07,0.0,1.4210855e-14,0
9735,train,12.203413,-10.531611,-22.735023,1.0,1.3375337e-10,1.0,1.3375338e-10,0.0,1.3877788e-17,0
9736,train,0.73369133,-0.4655897,-1.199281,0.7683968,0.23160313,0.7683968,0.23160316,0.0,2.9802322e-08,0
9737,train,1.5230087,-1.0068264,-2.5298352,0.9262071,0.073792905,0.9262071,0.07379291,0.0,7.450581e-09,0
9738,train,10.703884,-10.1775,-20.881384,1.0,8.5374896e-10,1.0,8.5374896e-10,0.0,0.0,0
9739,train,17.334969,-16.021524,-33.35649,1.0,3.26182e-15,1.0,3.26182e-15,0.0,0.0,0
9740,train,5.6425743,-5.534081,-11.176655,0.99998605,1.39969825e-05,0.99998605,1.39969825e-05,0.0,0.0,0
9741,train,13.549821,-12.819033,-26.368855,1.0,3.533068e-12,1.0,3.5330677e-12,0.0,2.1684043e-19,0
9742,train,4.8299665,-4.417023,-9.24699,0.99990356,9.639206e-05,0.99990356,9.639207e-05,0.0,7.275958e-12,0
9743,train,13.151955,-12.4948635,-25.646818,1.0,7.273248e-12,1.0,7.273248e-12,0.0,0.0,0
9744,train,6.416712,-6.8241067,-13.240818,0.9999982,1.776581e-06,0.9999982,1.7765809e-06,0.0,1.1368684e-13,0
9745,train,3.0343666,-2.8463616,-5.8807282,0.99721503,0.002784973,0.99721503,0.0027849728,0.0,2.3283064e-10,0
9746,train,8.057066,-7.356731,-15.413797,0.99999976,2.0224266e-07,0.99999976,2.0224266e-07,0.0,0.0,0
9747,train,9.482601,-8.894122,-18.376724,1.0,1.0449369e-08,1.0,1.0449369e-08,0.0,0.0,0
9748,train,8.520549,-7.805825,-16.326374,0.9999999,8.119809e-08,0.9999999,8.119809e-08,0.0,0.0,0
9749,train,14.0543,-12.684559,-26.73886,1.0,2.4403999e-12,1.0,2.4404e-12,0.0,2.1684043e-19,0
9750,train,15.702801,-14.994879,-30.69768,1.0,4.6576536e-14,1.0,4.6576533e-14,0.0,3.3881318e-21,0
9751,train,4.3931923,-3.5366383,-7.9298306,0.9996402,0.00035971793,0.9996402,0.00035971793,0.0,0.0,0
9752,train,-0.61258656,0.9787459,1.5913324,0.16919653,0.8308035,0.16919652,0.8308035,1.4901161e-08,0.0,0
9753,train,6.1115217,-6.3627367,-12.474258,0.9999962,3.8238104e-06,0.9999962,3.823814e-06,0.0,3.637979e-12,0
9754,train,-3.7139914,4.4660416,8.180033,0.0002801143,0.9997199,0.0002801143,0.9997199,0.0,0.0,1
9755,train,11.1572485,-10.358204,-21.515453,1.0,4.528531e-10,1.0,4.528531e-10,0.0,0.0,0
9756,train,13.264548,-12.551867,-25.816414,1.0,6.1386647e-12,1.0,6.1386642e-12,0.0,4.3368087e-19,0
9757,train,9.077568,-8.802097,-17.879665,1.0,1.7177502e-08,1.0,1.71775e-08,0.0,1.7763568e-15,0
9758,train,10.340365,-9.145432,-19.485798,1.0,3.4468748e-09,1.0,3.4468746e-09,0.0,2.220446e-16,0
9759,train,7.8623314,-7.002761,-14.865092,0.99999964,3.5008404e-07,0.99999964,3.5008404e-07,0.0,0.0,0
9760,train,3.367704,-3.183035,-6.550739,0.99857295,0.00142702,0.99857295,0.0014270201,0.0,1.1641532e-10,0
9761,train,7.38096,-7.812677,-15.193637,0.99999976,2.520503e-07,0.99999976,2.520503e-07,0.0,0.0,0
9762,train,-0.5941479,0.95129955,1.5454475,0.17574476,0.8242552,0.17574477,0.8242552,1.4901161e-08,0.0,0
9763,train,9.9217205,-9.363206,-19.284927,1.0,4.213689e-09,1.0,4.2136885e-09,0.0,4.440892e-16,0
9764,train,-0.29325315,0.33829004,0.63154316,0.34716073,0.6528393,0.34716073,0.6528393,0.0,0.0,1
9765,train,8.0068,-7.4825354,-15.489335,0.99999976,1.8752844e-07,0.99999976,1.8752844e-07,0.0,0.0,0
9766,train,10.674016,-10.131741,-20.805756,1.0,9.2082086e-10,1.0,9.208208e-10,0.0,5.551115e-17,0
9767,train,9.617062,-8.653776,-18.270838,1.0,1.1616518e-08,1.0,1.16165175e-08,0.0,8.881784e-16,0
9768,train,6.56439,-5.8301897,-12.39458,0.9999958,4.1409553e-06,0.9999958,4.1409553e-06,0.0,0.0,0
9769,train,-0.6851669,1.1526902,1.837857,0.13730495,0.8626951,0.13730493,0.8626951,1.4901161e-08,0.0,1
9770,train,3.2525005,-2.898515,-6.1510153,0.9978732,0.0021267838,0.9978732,0.0021267838,0.0,0.0,0
9771,train,9.559505,-8.982876,-18.542381,1.0,8.854135e-09,1.0,8.854135e-09,0.0,0.0,0
9772,train,9.651199,-8.820395,-18.471596,1.0,9.503594e-09,1.0,9.503594e-09,0.0,0.0,0
9773,train,-2.4398894,3.3246856,5.764575,0.00312692,0.9968731,0.0031269197,0.9968731,2.3283064e-10,0.0,1
9774,train,9.775856,-9.311074,-19.08693,1.0,5.136318e-09,1.0,5.136318e-09,0.0,0.0,0
9775,train,4.116803,-4.273306,-8.390109,0.99977297,0.00022705096,0.99977297,0.00022705097,0.0,1.4551915e-11,0
9776,train,-4.41045,5.363639,9.774089,5.6903955e-05,0.99994314,5.690396e-05,0.99994314,3.637979e-12,0.0,1
9777,train,6.886826,-6.084034,-12.97086,0.9999976,2.32716e-06,0.9999976,2.3271602e-06,0.0,2.2737368e-13,0
9778,train,10.553808,-9.446526,-20.000334,1.0,2.0604618e-09,1.0,2.0604658e-09,0.0,3.996803e-15,0
9779,train,12.619343,-12.15987,-24.779213,1.0,1.731907e-11,1.0,1.731907e-11,0.0,0.0,0
9780,train,14.303185,-13.069268,-27.372454,1.0,1.2950734e-12,1.0,1.2950735e-12,0.0,1.0842022e-19,0
9781,train,7.16986,-6.6216245,-13.791485,0.9999989,1.0243156e-06,0.9999989,1.0243156e-06,0.0,0.0,0
9782,train,13.733782,-13.071964,-26.805746,1.0,2.2825084e-12,1.0,2.2825086e-12,0.0,2.1684043e-19,0
9783,train,11.006139,-10.066397,-21.072536,1.0,7.0520223e-10,1.0,7.0520223e-10,0.0,0.0,0
9784,train,-0.46880668,0.6800611,1.1488678,0.24069594,0.7593041,0.24069594,0.7593041,0.0,0.0,1
9785,train,10.128101,-8.942611,-19.070713,1.0,5.220289e-09,1.0,5.2202895e-09,0.0,4.440892e-16,0
9786,train,-3.8676965,5.786271,9.653968,6.416632e-05,0.99993587,6.416633e-05,0.99993587,7.275958e-12,0.0,1
9787,train,8.702731,-7.816356,-16.519087,0.9999999,6.696559e-08,0.9999999,6.696559e-08,0.0,0.0,0
9788,train,14.43165,-13.852549,-28.284199,1.0,5.2038956e-13,1.0,5.203895e-13,0.0,5.421011e-20,0
9789,train,11.653822,-11.00256,-22.656382,1.0,1.4469666e-10,1.0,1.4469666e-10,0.0,0.0,0
9790,train,9.457677,-9.615887,-19.073563,1.0,5.2054347e-09,1.0,5.2054343e-09,0.0,4.440892e-16,0
9791,train,1.3960952,-0.87706584,-2.273161,0.90662974,0.093370296,0.90662974,0.09337029,0.0,7.450581e-09,0
9792,train,8.151027,-7.2315965,-15.382624,0.99999976,2.086466e-07,0.99999976,2.0864658e-07,0.0,1.4210855e-14,0
9793,train,7.809411,-7.0970182,-14.906429,0.99999964,3.3590763e-07,0.99999964,3.3590766e-07,0.0,2.842171e-14,0
9794,train,1.8480474,-1.4722723,-3.3203197,0.96511936,0.034880646,0.96511936,0.034880646,0.0,0.0,0
9795,train,10.054043,-9.66674,-19.720783,1.0,2.7250386e-09,1.0,2.7250386e-09,0.0,0.0,0
9796,train,9.430098,-8.748403,-18.178501,1.0,1.274023e-08,1.0,1.2740229e-08,0.0,8.881784e-16,0
9797,train,13.428056,-12.797394,-26.225449,1.0,4.0778604e-12,1.0,4.077861e-12,0.0,4.3368087e-19,0
9798,train,9.414945,-8.40496,-17.819904,1.0,1.823534e-08,1.0,1.8235342e-08,0.0,1.7763568e-15,0
9799,train,10.529147,-9.487184,-20.01633,1.0,2.0277668e-09,1.0,2.0277668e-09,0.0,0.0,0
9800,train,6.0681686,-6.404848,-12.473017,0.9999962,3.828565e-06,0.9999962,3.828565e-06,0.0,0.0,0
9801,train,-5.582934,8.312344,13.895277,9.2333113e-07,0.99999905,9.2333113e-07,0.99999905,0.0,0.0,1
9802,train,-4.604274,5.9801264,10.5844,2.5307101e-05,0.9999747,2.5307103e-05,0.9999747,1.8189894e-12,0.0,1
9803,train,4.9638267,-4.5304193,-9.494246,0.99992466,7.527813e-05,0.99992466,7.5278134e-05,0.0,7.275958e-12,0
9804,train,6.93942,-6.1090956,-13.048515,0.99999785,2.1532942e-06,0.99999785,2.153282e-06,0.0,1.22781785e-11,0
9805,train,5.883816,-5.14427,-11.028086,0.9999838,1.6238868e-05,0.9999838,1.6238884e-05,0.0,1.6370905e-11,0
9806,train,3.6619606,-3.5055974,-7.1675577,0.99922943,0.0007706097,0.99922943,0.00077060965,0.0,5.820766e-11,0
9807,train,9.080936,-8.448097,-17.529034,1.0,2.4391438e-08,1.0,2.4391438e-08,0.0,0.0,0
9808,train,11.817671,-11.16959,-22.98726,1.0,1.0393444e-10,1.0,1.0393444e-10,0.0,0.0,0
9809,train,5.0237937,-4.693401,-9.717195,0.9999398,6.0235132e-05,0.9999398,6.0235136e-05,0.0,3.637979e-12,0
9810,train,4.4668283,-4.1482086,-8.615037,0.99981874,0.00018132523,0.99981874,0.00018132525,0.0,1.4551915e-11,0
9811,train,13.769748,-13.166221,-26.935968,1.0,2.0038146e-12,1.0,2.0038146e-12,0.0,0.0,0
9812,train,10.439825,-9.325999,-19.765823,1.0,2.6050255e-09,1.0,2.6050255e-09,0.0,0.0,0
9813,train,12.129478,-12.206841,-24.336319,1.0,2.696938e-11,1.0,2.696938e-11,0.0,0.0,0
9814,train,-0.32737887,0.6034218,0.9308007,0.2827623,0.71723765,0.2827623,0.71723765,0.0,0.0,0
9815,train,6.2323413,-5.8301787,-12.06252,0.9999943,5.771805e-06,0.9999943,5.771805e-06,0.0,0.0,0
9816,train,7.607667,-7.33238,-14.940046,0.99999964,3.2480312e-07,0.99999964,3.248031e-07,0.0,2.842171e-14,0
9817,train,9.995934,-9.065979,-19.061913,1.0,5.266433e-09,1.0,5.266433e-09,0.0,0.0,0
9818,train,7.914674,-7.4828134,-15.397488,0.99999976,2.0556823e-07,0.99999976,2.0556824e-07,0.0,1.4210855e-14,0
9819,train,15.866621,-15.1599045,-31.026525,1.0,3.352364e-14,1.0,3.352364e-14,0.0,0.0,0
9820,train,10.645058,-9.50137,-20.146427,1.0,1.7804012e-09,1.0,1.780401e-09,0.0,1.110223e-16,0
9821,train,5.459574,-5.5340242,-10.993599,0.9999832,1.680867e-05,0.9999832,1.680867e-05,0.0,0.0,0
9822,train,4.330814,-4.019674,-8.350488,0.9997638,0.00023622545,0.9997638,0.00023622545,0.0,0.0,0
9823,train,10.03859,-10.527071,-20.565662,1.0,1.1707019e-09,1.0,1.1707019e-09,0.0,0.0,0
9824,train,-4.2617784,5.20957,9.471348,7.702159e-05,0.999923,7.702159e-05,0.999923,0.0,0.0,1
9825,train,1.631699,-1.4752369,-3.106936,0.95717794,0.04282206,0.95717794,0.04282206,0.0,0.0,0
9826,train,12.344199,-11.911487,-24.255686,1.0,2.9234084e-11,1.0,2.9234084e-11,0.0,0.0,0
9827,train,8.020829,-7.541829,-15.562658,0.9999999,1.7427028e-07,0.9999999,1.7427028e-07,0.0,0.0,0
9828,train,15.487713,-14.726229,-30.213942,1.0,7.5553035e-14,1.0,7.5553035e-14,0.0,0.0,0
9829,train,10.811631,-9.983734,-20.795364,1.0,9.304392e-10,1.0,9.304392e-10,0.0,0.0,0
9830,train,6.1178474,-5.9253936,-12.0432415,0.99999416,5.884155e-06,0.99999416,5.8841547e-06,0.0,4.5474735e-13,0
9831,train,6.4106536,-5.697533,-12.108187,0.9999945,5.514155e-06,0.9999945,5.514155e-06,0.0,0.0,0
9832,train,7.977889,-7.606721,-15.58461,0.9999999,1.7048644e-07,0.9999999,1.7048644e-07,0.0,0.0,0
9833,train,11.047649,-10.618761,-21.66641,1.0,3.8940212e-10,1.0,3.894014e-10,0.0,7.2164497e-16,0
9834,train,7.01597,-5.9917603,-13.0077305,0.99999774,2.2429183e-06,0.99999774,2.2429183e-06,0.0,0.0,0
9835,train,8.333982,-7.812753,-16.146736,0.9999999,9.717656e-08,0.9999999,9.717656e-08,0.0,0.0,0
9836,train,10.709953,-10.133139,-20.843092,1.0,8.8707464e-10,1.0,8.8707464e-10,0.0,0.0,0
9837,train,10.23455,-10.809367,-21.043919,1.0,7.256752e-10,1.0,7.2567513e-10,0.0,5.551115e-17,0
9838,train,3.7037685,-3.7074544,-7.411223,0.99939597,0.000604066,0.99939597,0.00060406595,0.0,5.820766e-11,0
9839,train,11.690789,-12.347406,-24.038197,1.0,3.6336566e-11,1.0,3.6336566e-11,0.0,0.0,0
9840,train,0.974151,-0.7857063,-1.7598573,0.8531918,0.1468082,0.8531918,0.1468082,0.0,0.0,0
9841,train,5.0553074,-4.1663,-9.221607,0.9999012,9.886987e-05,0.9999012,9.886987e-05,0.0,0.0,0
9842,train,-0.4950028,0.8235469,1.3185496,0.21105969,0.7889403,0.21105969,0.7889403,0.0,0.0,0
9843,train,14.609667,-14.780596,-29.390263,1.0,1.7217541e-13,1.0,1.7217541e-13,0.0,0.0,0
9844,train,14.897419,-14.273986,-29.171406,1.0,2.1429864e-13,1.0,2.1429864e-13,0.0,0.0,0
9845,train,5.8890257,-5.346943,-11.235969,0.99998677,1.319092e-05,0.99998677,1.3190921e-05,0.0,9.094947e-13,0
9846,train,5.862141,-5.243896,-11.106037,0.999985,1.5021138e-05,0.999985,1.5021137e-05,0.0,9.094947e-13,0
9847,train,7.390009,-6.969605,-14.359613,0.9999994,5.8036187e-07,0.9999994,5.8036187e-07,0.0,0.0,0
9848,train,-0.21423021,0.4763661,0.69059634,0.33390042,0.6660996,0.33390042,0.6660996,0.0,0.0,1
9849,train,9.318465,-9.742018,-19.060482,1.0,5.2739724e-09,1.0,5.2739724e-09,0.0,0.0,0
9850,train,2.0552747,-1.9504254,-4.0057,0.98211426,0.017885808,0.98211426,0.017885808,0.0,0.0,0
9851,train,-3.2637484,3.985132,7.2488804,0.0007104648,0.9992895,0.0007104647,0.9992895,5.820766e-11,0.0,1
9852,train,5.6437464,-5.2729206,-10.916667,0.9999819,1.815281e-05,0.9999819,1.8152812e-05,0.0,1.8189894e-12,0
9853,train,-5.024127,7.0809693,12.105097,5.531219e-06,0.9999945,5.531219e-06,0.9999945,0.0,0.0,1
9854,train,10.6166725,-9.893324,-20.509996,1.0,1.237718e-09,1.0,1.237718e-09,0.0,0.0,0
9855,train,-3.241277,5.048477,8.289754,0.00025101323,0.999749,0.00025101323,0.999749,0.0,0.0,1
9856,train,11.486237,-11.292515,-22.778751,1.0,1.2802992e-10,1.0,1.2803066e-10,0.0,7.3552275e-16,0
9857,train,7.647361,-7.3602595,-15.00762,0.99999964,3.03579e-07,0.99999964,3.0358015e-07,0.0,1.1652901e-12,0
9858,train,-0.5075435,1.015747,1.5232904,0.1789775,0.8210225,0.1789775,0.8210225,0.0,0.0,1
9859,train,6.6011314,-5.991222,-12.592354,0.99999654,3.3978852e-06,0.99999654,3.3978852e-06,0.0,0.0,0
9860,train,12.7732935,-11.636192,-24.409485,1.0,2.50666e-11,1.0,2.50666e-11,0.0,0.0,0
9861,train,16.970047,-15.316989,-32.287037,1.0,9.504254e-15,1.0,9.5042535e-15,0.0,8.4703295e-22,0
9862,train,-0.6470978,1.1206368,1.7677346,0.14582428,0.85417575,0.14582428,0.85417575,0.0,0.0,0
9863,train,8.248914,-7.855667,-16.10458,0.9999999,1.0136073e-07,0.9999999,1.01360726e-07,0.0,7.1054274e-15,0
9864,train,10.238828,-9.419473,-19.6583,1.0,2.9007388e-09,1.0,2.9007388e-09,0.0,0.0,0
9865,train,4.8439817,-4.1638093,-9.0077915,0.9998776,0.000122437,0.9998776,0.00012243699,0.0,1.4551915e-11,0
9866,train,-3.022562,4.7863884,7.8089504,0.00040591924,0.99959415,0.00040591924,0.99959415,0.0,0.0,1
9867,train,7.764637,-7.792676,-15.557313,0.9999999,1.752043e-07,0.9999999,1.752043e-07,0.0,0.0,0
9868,train,4.149983,-3.7135057,-7.8634887,0.99961555,0.0003843822,0.99961555,0.0003843822,0.0,0.0,0
9869,train,10.938406,-10.288666,-21.227072,1.0,6.0422667e-10,1.0,6.0422667e-10,0.0,0.0,0
9870,train,10.242308,-8.085711,-18.328018,1.0,1.0970915e-08,1.0,1.0970915e-08,0.0,0.0,0
9871,train,-0.35948527,0.6270748,0.98656005,0.27159205,0.7284079,0.27159205,0.7284079,0.0,0.0,0
9872,train,8.073135,-7.251327,-15.324463,0.99999976,2.2114148e-07,0.99999976,2.2114149e-07,0.0,1.4210855e-14,0
9873,train,15.05391,-13.766823,-28.820732,1.0,3.043092e-13,1.0,3.0430918e-13,0.0,2.7105054e-20,0
9874,train,7.2385426,-6.5135226,-13.752066,0.9999989,1.0654996e-06,0.9999989,1.0654996e-06,0.0,0.0,0
9875,train,5.2158647,-4.3668437,-9.582708,0.9999311,6.890531e-05,0.9999311,6.890531e-05,0.0,0.0,0
9876,train,6.611282,-6.2907057,-12.901987,0.9999975,2.4930853e-06,0.9999975,2.4930853e-06,0.0,0.0,0
9877,train,1.836889,-1.1351242,-2.9720132,0.95129365,0.048706356,0.95129365,0.048706356,0.0,0.0,0
9878,train,-0.59809285,1.0811455,1.6792383,0.15719634,0.8428036,0.15719634,0.8428036,0.0,0.0,0
9879,train,7.5872536,-7.243101,-14.830355,0.99999964,3.624588e-07,0.99999964,3.624588e-07,0.0,0.0,0
9880,train,-3.6561058,4.5345807,8.190686,0.00027714673,0.9997228,0.00027714676,0.9997228,2.910383e-11,0.0,1
9881,train,-0.7935871,1.2705688,2.064156,0.112629786,0.8873702,0.112629786,0.8873702,0.0,0.0,1
9882,train,1.4092963,-1.0793729,-2.4886692,0.9233437,0.07665635,0.9233437,0.07665635,0.0,0.0,0
9883,train,11.874273,-10.921339,-22.795612,1.0,1.2589052e-10,1.0,1.2589003e-10,0.0,4.8572257e-16,0
9884,train,3.5875335,-3.1274028,-6.7149363,0.9987888,0.0012111944,0.9987888,0.0012111946,0.0,1.1641532e-10,0
9885,train,12.932973,-12.376879,-25.309853,1.0,1.0187571e-11,1.0,1.0187572e-11,0.0,8.6736174e-19,0
9886,train,-0.49678636,0.77744746,1.2742338,0.21853334,0.7814666,0.21853334,0.7814666,0.0,0.0,0
9887,train,6.8087254,-6.894723,-13.703448,0.9999989,1.1185813e-06,0.9999989,1.1185812e-06,0.0,1.1368684e-13,0
9888,train,6.330353,-6.151518,-12.481871,0.9999962,3.7948166e-06,0.9999962,3.7948166e-06,0.0,0.0,0
9889,train,8.701946,-7.9780393,-16.679985,1.0,5.7013086e-08,1.0,5.7013082e-08,0.0,3.5527137e-15,0
9890,train,14.008419,-13.475739,-27.484158,1.0,1.1581959e-12,1.0,1.1581959e-12,0.0,0.0,0
9891,train,10.64818,-10.206398,-20.854578,1.0,8.7694396e-10,1.0,8.76944e-10,0.0,5.551115e-17,0
9892,train,8.959268,-6.6870294,-15.646297,0.9999999,1.6028737e-07,0.9999999,1.6028737e-07,0.0,0.0,0
9893,train,-0.38734853,0.59473115,0.9820797,0.27247933,0.72752064,0.27247933,0.72752064,0.0,0.0,0
9894,train,7.8972244,-7.555174,-15.452398,0.99999976,1.9458466e-07,0.99999976,1.9458464e-07,0.0,1.4210855e-14,0
9895,train,7.904435,-7.599834,-15.504269,0.99999976,1.8474879e-07,0.99999976,1.8474879e-07,0.0,0.0,0
9896,train,15.063073,-13.580059,-28.643131,1.0,3.6345124e-13,1.0,3.6345124e-13,0.0,0.0,0
9897,train,5.458337,-5.307738,-10.766075,0.9999789,2.1102982e-05,0.9999789,2.1102982e-05,0.0,0.0,0
9898,train,-3.7932189,5.6643553,9.457574,7.808973e-05,0.9999219,7.808973e-05,0.9999219,0.0,0.0,1
9899,train,1.2862717,-0.8266268,-2.1128983,0.8921506,0.107849486,0.8921506,0.10784948,0.0,7.450581e-09,0
9900,train,11.660614,-10.897531,-22.558144,1.0,1.5963302e-10,1.0,1.5963302e-10,0.0,0.0,0
9901,train,6.385949,-6.0284834,-12.414433,0.99999595,4.059558e-06,0.99999595,4.0595573e-06,0.0,4.5474735e-13,0
9902,train,8.365231,-7.3093047,-15.674536,0.9999999,1.5582445e-07,0.9999999,1.5582445e-07,0.0,0.0,0
9903,train,-5.209527,6.5584197,11.767946,7.748944e-06,0.99999225,7.748944e-06,0.99999225,0.0,0.0,1
9904,train,9.945068,-10.523767,-20.468836,1.0,1.2897263e-09,1.0,1.2897263e-09,0.0,0.0,0
9905,train,1.9981747,-1.5126319,-3.5108066,0.9709937,0.02900631,0.9709937,0.029006312,0.0,1.8626451e-09,0
9906,train,7.223957,-6.1308594,-13.354816,0.99999845,1.5851714e-06,0.99999845,1.5851714e-06,0.0,0.0,0
9907,train,0.3125081,-0.3316095,-0.6441176,0.65568364,0.3443163,0.65568364,0.34431636,0.0,5.9604645e-08,0
9908,train,7.271919,-6.4245405,-13.696459,0.9999989,1.1264291e-06,0.9999989,1.1264269e-06,0.0,2.16005e-12,0
9909,train,5.868838,-5.2395983,-11.108437,0.999985,1.4985139e-05,0.999985,1.4985139e-05,0.0,0.0,0
9910,train,10.716201,-9.91904,-20.63524,1.0,1.0920157e-09,1.0,1.0920157e-09,0.0,0.0,0
9911,train,12.394075,-11.059431,-23.453506,1.0,6.52036e-11,1.0,6.52036e-11,0.0,0.0,0
9912,train,9.535244,-8.6855135,-18.220757,1.0,1.2213102e-08,1.0,1.22131025e-08,0.0,8.881784e-16,0
9913,train,17.59003,-16.376486,-33.966515,1.0,1.7722711e-15,1.0,1.7722711e-15,0.0,0.0,0
9914,train,7.0748453,-6.0353856,-13.110231,0.999998,2.0244076e-06,0.999998,2.0244076e-06,0.0,0.0,0
9915,train,3.2355576,-2.8955102,-6.1310678,0.99783045,0.002169541,0.99783045,0.002169541,0.0,0.0,0
9916,train,9.318252,-8.463492,-17.781744,1.0,1.8944656e-08,1.0,1.8944656e-08,0.0,0.0,0
9917,train,7.024214,-6.8129735,-13.837187,0.99999905,9.78556e-07,0.99999905,9.78556e-07,0.0,0.0,0
9918,train,8.208613,-7.2956214,-15.504234,0.99999976,1.8475512e-07,0.99999976,1.8475512e-07,0.0,0.0,0
9919,train,5.564107,-4.9941506,-10.558258,0.999974,2.597739e-05,0.999974,2.5977388e-05,0.0,1.8189894e-12,0
9920,train,9.80537,-9.404884,-19.210255,1.0,4.5403823e-09,1.0,4.540382e-09,0.0,4.440892e-16,0
9921,train,11.926716,-12.589876,-24.516592,1.0,2.2520569e-11,1.0,2.2520569e-11,0.0,0.0,0
9922,train,-3.6740713,4.686267,8.360338,0.00023391047,0.99976605,0.00023391045,0.99976605,1.4551915e-11,0.0,1
9923,train,12.611019,-11.943943,-24.554962,1.0,2.167282e-11,1.0,2.167282e-11,0.0,0.0,0
9924,train,6.988629,-7.404543,-14.393171,0.9999994,5.612093e-07,0.9999994,5.6120933e-07,0.0,5.684342e-14,0
9925,train,2.4710052,-2.384977,-4.8559823,0.99227834,0.0077215983,0.99227834,0.0077215983,0.0,0.0,0
9926,train,-0.43359256,0.71952736,1.1531199,0.23991966,0.7600803,0.23991968,0.7600803,1.4901161e-08,0.0,0
9927,train,5.838095,-5.0569134,-10.895008,0.9999814,1.8550261e-05,0.9999814,1.8550261e-05,0.0,0.0,0
9928,train,11.352599,-10.106898,-21.459497,1.0,4.7891524e-10,1.0,4.7891524e-10,0.0,0.0,0
9929,train,0.065719604,0.29912415,0.23340455,0.4419123,0.55808765,0.44191235,0.55808765,5.9604645e-08,0.0,0
9930,train,14.143187,-13.657492,-27.800678,1.0,8.4395414e-13,1.0,8.439542e-13,0.0,5.421011e-20,0
9931,train,-0.16310653,0.4408977,0.60400426,0.35342813,0.6465719,0.35342813,0.6465719,0.0,0.0,1
9932,train,8.141258,-7.335804,-15.477062,0.99999976,1.8984413e-07,0.99999976,1.8984413e-07,0.0,0.0,0
9933,train,11.603361,-10.615107,-22.218468,1.0,2.2420334e-10,1.0,2.2420334e-10,0.0,0.0,0
9934,train,11.629534,-10.854439,-22.483973,1.0,1.7192299e-10,1.0,1.7192332e-10,0.0,3.330669e-16,0
9935,train,3.0996912,-2.4975579,-5.597249,0.9963057,0.0036943606,0.9963057,0.0036943518,0.0,8.8475645e-09,0
9936,train,-0.78014696,1.2128723,1.9930192,0.11993781,0.88006216,0.11993781,0.88006216,0.0,0.0,0
9937,train,9.498124,-9.061438,-18.559563,1.0,8.703308e-09,1.0,8.703308e-09,0.0,0.0,0
9938,train,-0.3504042,0.575994,0.9263982,0.28365603,0.716344,0.283656,0.716344,2.9802322e-08,0.0,0
9939,train,5.9658504,-5.4404125,-11.406263,0.9999889,1.1125459e-05,0.9999889,1.1125459e-05,0.0,0.0,0
9940,train,9.256721,-9.12109,-18.377811,1.0,1.0438015e-08,1.0,1.0438015e-08,0.0,0.0,0
9941,train,9.693286,-8.764696,-18.457981,1.0,9.633867e-09,1.0,9.633867e-09,0.0,0.0,0
9942,train,8.819872,-8.31651,-17.136383,1.0,3.6121303e-08,1.0,3.6121303e-08,0.0,0.0,0
9943,train,8.373791,-7.594069,-15.967859,0.9999999,1.1621088e-07,0.9999999,1.1621088e-07,0.0,0.0,0
9944,train,9.608472,-8.889534,-18.498005,1.0,9.255897e-09,1.0,9.255898e-09,0.0,8.881784e-16,0
9945,train,8.297459,-7.793949,-16.091408,0.9999999,1.027047e-07,0.9999999,1.027047e-07,0.0,0.0,0
9946,train,5.829274,-5.3795304,-11.208805,0.9999864,1.3554138e-05,0.9999864,1.3554138e-05,0.0,0.0,0
9947,train,15.448019,-16.330908,-31.778927,1.0,1.5797466e-14,1.0,1.5797466e-14,0.0,0.0,0
9948,train,6.368631,-5.992673,-12.361303,0.9999957,4.28107e-06,0.9999957,4.2810702e-06,0.0,4.5474735e-13,0
9949,train,2.3460078,-1.8629982,-4.2090063,0.9853565,0.01464351,0.9853565,0.01464351,0.0,0.0,0
9950,train,8.887972,-8.082232,-16.970203,1.0,4.26515e-08,1.0,4.2651497e-08,0.0,3.5527137e-15,0
9951,train,-3.8858616,5.2389355,9.124797,0.00010891903,0.99989104,0.000108919034,0.99989104,7.275958e-12,0.0,1
9952,train,1.6736724,-1.1544636,-2.828136,0.94417745,0.055822562,0.94417745,0.055822562,0.0,0.0,0
9953,train,2.585679,-1.8369563,-4.422635,0.98813975,0.0118602095,0.98813975,0.0118602095,0.0,0.0,0
9954,train,17.67169,-16.44506,-34.116753,1.0,1.5250448e-15,1.0,1.5250448e-15,0.0,0.0,0
9955,train,10.2260685,-10.477688,-20.703756,1.0,1.0197011e-09,1.0,1.019701e-09,0.0,1.110223e-16,0
9956,train,13.468765,-12.475176,-25.943941,1.0,5.4036792e-12,1.0,5.4036792e-12,0.0,0.0,0
