sample_index,logit_class_0,logit_class_1,logit_difference_z1_minus_z0,prob_predict_proba_class_0,prob_predict_proba_class_1,prob_softmax_logits_class_0,prob_softmax_logits_class_1,abs_diff_class_0,abs_diff_class_1,actual_target
1075,6.8230553,-6.173869,-12.996924,0.99999774,2.2672825e-06,0.99999774,2.2672868e-06,0.0,4.3201e-12,0
1076,10.009202,-9.463108,-19.47231,1.0,3.4936838e-09,1.0,3.4936838e-09,0.0,0.0,0
1077,5.7696977,-5.820785,-11.590483,0.9999907,9.253654e-06,0.9999907,9.253655e-06,0.0,9.094947e-13,0
1078,6.9635086,-6.4675713,-13.43108,0.99999857,1.4687758e-06,0.99999857,1.4687758e-06,0.0,0.0,0
1079,3.0976305,-2.7613358,-5.8589664,0.9971539,0.002846069,0.9971539,0.002846069,0.0,0.0,0
1080,5.4600863,-5.3854866,-10.845573,0.99998057,1.9490315e-05,0.99998057,1.9490315e-05,0.0,0.0,0
1081,3.9555492,-3.5732062,-7.528755,0.9994629,0.0005371182,0.9994629,0.0005371182,0.0,0.0,0
1082,7.9313507,-7.32883,-15.26018,0.99999976,2.3582385e-07,0.99999976,2.3582385e-07,0.0,0.0,0
1083,11.237876,-10.8457775,-22.083652,1.0,2.5656155e-10,1.0,2.5656158e-10,0.0,2.7755576e-17,0
1084,4.2439847,-3.459016,-7.703001,0.99954873,0.00045126653,0.99954873,0.00045126653,0.0,0.0,0
1085,1.7057835,-1.6118324,-3.317616,0.9650282,0.034971777,0.9650282,0.034971774,0.0,3.7252903e-09,0
1086,2.2798383,-2.0195074,-4.299346,0.9866044,0.013395558,0.9866044,0.013395558,0.0,0.0,0
1087,1.3975829,-0.92928225,-2.3268652,0.91107774,0.08892231,0.91107774,0.0889223,0.0,7.450581e-09,0
1088,9.703435,-8.674159,-18.377594,1.0,1.0440284e-08,1.0,1.0440285e-08,0.0,8.881784e-16,0
1089,8.937847,-8.284246,-17.222094,1.0,3.3154294e-08,1.0,3.3154297e-08,0.0,3.5527137e-15,0
1090,-0.03894922,0.2900371,0.32898632,0.41848728,0.5815127,0.41848725,0.5815127,2.9802322e-08,0.0,0
1091,4.115096,-3.901997,-8.017094,0.9996704,0.00032966837,0.9996704,0.00032966837,0.0,0.0,0
1092,14.159409,-13.468774,-27.628181,1.0,1.0028436e-12,1.0,1.0028437e-12,0.0,1.0842022e-19,0
1093,-5.140364,6.580091,11.720455,8.125826e-06,0.9999919,8.125826e-06,0.9999919,0.0,0.0,1
1094,12.984654,-12.566372,-25.551025,1.0,8.004435e-12,1.0,8.004435e-12,0.0,0.0,0
1095,4.393003,-3.874044,-8.267047,0.99974316,0.00025677666,0.99974316,0.0002567767,0.0,2.910383e-11,0
1096,8.471048,-8.10437,-16.575418,0.9999999,6.329759e-08,0.9999999,6.329759e-08,0.0,0.0,0
1097,12.75856,-11.745716,-24.504276,1.0,2.2799642e-11,1.0,2.2799642e-11,0.0,0.0,0
1098,0.69530845,-0.28244156,-0.97775,0.7266615,0.27333847,0.72666156,0.27333847,5.9604645e-08,0.0,0
1099,1.0330008,-0.78814256,-1.8211434,0.8607033,0.13929674,0.8607033,0.13929673,0.0,1.4901161e-08,0
1100,7.703696,-7.3043327,-15.008028,0.99999964,3.0345595e-07,0.99999964,3.0345623e-07,0.0,2.842171e-13,0
1101,11.78542,-10.757405,-22.542826,1.0,1.6209925e-10,1.0,1.6209709e-10,0.0,2.164935e-15,0
1102,4.1283507,-3.6689885,-7.7973394,0.9995894,0.00041065787,0.9995894,0.00041065787,0.0,0.0,0
1103,9.41,-9.9354315,-19.345432,1.0,3.9662997e-09,1.0,3.9662993e-09,0.0,4.440892e-16,0
1104,13.277008,-13.293267,-26.570274,1.0,2.888527e-12,1.0,2.8885273e-12,0.0,2.1684043e-19,0
1105,12.582811,-10.890597,-23.473408,1.0,6.391879e-11,1.0,6.391879e-11,0.0,0.0,0
1106,7.7821283,-6.844117,-14.6262455,0.9999995,4.4453105e-07,0.9999995,4.4453105e-07,0.0,0.0,0
1107,6.178829,-5.8831806,-12.06201,0.9999943,5.77475e-06,0.9999943,5.77475e-06,0.0,0.0,0
1108,4.737321,-4.368106,-9.105427,0.9998889,0.00011104912,0.9998889,0.00011104913,0.0,7.275958e-12,0
1109,13.233183,-12.661068,-25.89425,1.0,5.678972e-12,1.0,5.6789716e-12,0.0,4.3368087e-19,0
1110,0.6506419,-0.21671903,-0.86736095,0.7041963,0.29580373,0.7041963,0.29580373,0.0,0.0,0
1111,7.204414,-6.108912,-13.313326,0.99999833,1.6523244e-06,0.99999833,1.6523245e-06,0.0,1.1368684e-13,0
1112,1.0392425,-0.7309543,-1.7701968,0.8544821,0.14551786,0.8544821,0.14551786,0.0,0.0,0
1113,9.097614,-8.0092325,-17.106846,1.0,3.720414e-08,1.0,3.720414e-08,0.0,0.0,0
1114,8.106733,-7.5231247,-15.629858,0.9999999,1.6294419e-07,0.9999999,1.629442e-07,0.0,1.4210855e-14,0
1115,-3.3649585,5.172936,8.537894,0.00019586399,0.9998042,0.00019586398,0.9998042,1.4551915e-11,0.0,1
1116,2.1029432,-1.8246714,-3.9276147,0.9806896,0.019310351,0.9806896,0.019310351,0.0,0.0,0
1117,6.902576,-6.238078,-13.140654,0.9999981,1.9637484e-06,0.9999981,1.9637482e-06,0.0,2.2737368e-13,0
1118,10.4243145,-9.137382,-19.561695,1.0,3.1949479e-09,1.0,3.1949476e-09,0.0,2.220446e-16,0
1119,14.678462,-15.44116,-30.119621,1.0,8.302611e-14,1.0,8.3026095e-14,0.0,1.3552527e-20,0
1120,10.118384,-9.141923,-19.260307,1.0,4.318718e-09,1.0,4.318718e-09,0.0,0.0,0
1121,6.142676,-5.50594,-11.648616,0.9999913,8.731053e-06,0.9999913,8.731054e-06,0.0,9.094947e-13,0
1122,2.045292,-2.1081405,-4.1534324,0.98453265,0.0154674025,0.98453265,0.015467402,0.0,9.313226e-10,0
1123,4.7210765,-4.6761713,-9.397247,0.99991703,8.294521e-05,0.99991703,8.294521e-05,0.0,0.0,0
1124,7.8037524,-7.036938,-14.840691,0.99999964,3.5873174e-07,0.99999964,3.587317e-07,0.0,2.842171e-14,0
1125,4.494546,-3.8660765,-8.360622,0.9997662,0.00023384402,0.9997662,0.00023384401,0.0,1.4551915e-11,0
1126,2.8241653,-2.4462528,-5.270418,0.9948848,0.0051151607,0.9948848,0.0051151607,0.0,0.0,0
1127,2.5963945,-2.1652179,-4.7616124,0.9915207,0.008479307,0.9915207,0.008479295,0.0,1.21071935e-08,0
1128,3.532887,-3.3426657,-6.8755527,0.99896836,0.0010316613,0.99896836,0.0010316613,0.0,0.0,0
1129,8.85339,-8.161493,-17.014883,1.0,4.078779e-08,1.0,4.078779e-08,0.0,0.0,0
1130,11.400273,-10.550675,-21.950949,1.0,2.9297065e-10,1.0,2.9297065e-10,0.0,0.0,0
1131,-4.6527505,5.683876,10.336626,3.2422482e-05,0.9999676,3.2422482e-05,0.9999676,0.0,0.0,1
1132,9.41286,-8.977095,-18.389954,1.0,1.0312041e-08,1.0,1.0312041e-08,0.0,0.0,0
1133,2.2654064,-2.1774395,-4.442846,0.98837435,0.011625671,0.98837435,0.011625671,0.0,0.0,0
1134,6.248962,-5.908139,-12.157101,0.99999475,5.2509267e-06,0.99999475,5.250927e-06,0.0,4.5474735e-13,0
1135,-0.44014394,0.57252514,1.0126691,0.26645786,0.7335422,0.26645783,0.7335422,2.9802322e-08,0.0,0
1136,9.967457,-9.59737,-19.564827,1.0,3.1849572e-09,1.0,3.184957e-09,0.0,2.220446e-16,0
1137,8.047241,-8.066879,-16.11412,0.9999999,1.00398296e-07,0.9999999,1.0039829e-07,0.0,7.1054274e-15,0
1138,-3.7796812,4.50543,8.285111,0.00025218094,0.9997478,0.00025218094,0.9997478,0.0,0.0,1
1139,12.364864,-11.397645,-23.762508,1.0,4.7871138e-11,1.0,4.7871138e-11,0.0,0.0,0
1140,8.781079,-8.6525755,-17.433655,1.0,2.6832426e-08,1.0,2.6832426e-08,0.0,0.0,0
1141,8.473679,-7.9371924,-16.410872,0.9999999,7.461893e-08,0.9999999,7.461893e-08,0.0,0.0,0
1142,9.576708,-8.912556,-18.489264,1.0,9.337161e-09,1.0,9.337161e-09,0.0,0.0,0
1143,6.7742605,-6.844673,-13.618934,0.9999988,1.2172274e-06,0.9999988,1.2172274e-06,0.0,0.0,0
1144,18.67449,-17.231537,-35.90603,1.0,2.5480612e-16,1.0,2.5480612e-16,0.0,0.0,0
1145,9.139008,-8.178169,-17.317177,1.0,3.014711e-08,1.0,3.014711e-08,0.0,0.0,0
1146,7.268961,-6.703739,-13.9727,0.99999917,8.545413e-07,0.99999917,8.545414e-07,0.0,5.684342e-14,0
1147,5.4048204,-5.0282464,-10.433067,0.99997056,2.9441751e-05,0.99997056,2.944175e-05,0.0,1.8189894e-12,0
1148,11.716326,-12.33862,-24.054947,1.0,3.5732986e-11,1.0,3.573299e-11,0.0,3.469447e-18,0
1149,19.683046,-17.942104,-37.625153,1.0,4.5667143e-17,1.0,4.5667146e-17,0.0,3.3087225e-24,0
1150,10.101553,-9.248748,-19.3503,1.0,3.9470405e-09,1.0,3.94704e-09,0.0,4.440892e-16,0
1151,13.970994,-13.299658,-27.270653,1.0,1.4338575e-12,1.0,1.4338574e-12,0.0,1.0842022e-19,0
1152,10.272017,-8.8661995,-19.138216,1.0,4.8795252e-09,1.0,4.8795346e-09,0.0,9.325873e-15,0
1153,4.6797767,-4.8017054,-9.481482,0.9999237,7.624492e-05,0.9999237,7.6245065e-05,0.0,1.4551915e-10,0
1154,10.697529,-9.794668,-20.492197,1.0,1.2599459e-09,1.0,1.2599459e-09,0.0,0.0,0
1155,-0.4974541,0.92265016,1.4201043,0.19464523,0.8053547,0.19464523,0.8053547,0.0,0.0,0
1156,6.7154727,-6.0336685,-12.749142,0.99999714,2.9048042e-06,0.99999714,2.904804e-06,0.0,2.2737368e-13,0
1157,1.7355173,-1.4167335,-3.1522508,0.95899725,0.041002683,0.95899725,0.041002683,0.0,0.0,0
1158,6.3864846,-5.8440795,-12.230564,0.9999951,4.879006e-06,0.9999951,4.879007e-06,0.0,9.094947e-13,0
1159,-0.60827804,1.0468836,1.6551616,0.16041256,0.83958745,0.16041256,0.83958745,0.0,0.0,0
1160,10.16785,-9.100838,-19.268688,1.0,4.282674e-09,1.0,4.282674e-09,0.0,0.0,0
1161,11.183876,-10.873907,-22.057783,1.0,2.6328523e-10,1.0,2.6328523e-10,0.0,0.0,0
1162,15.29005,-14.373773,-29.663822,1.0,1.3096815e-13,1.0,1.3096815e-13,0.0,0.0,0
1163,14.927836,-13.755992,-28.683828,1.0,3.4895676e-13,1.0,3.4895676e-13,0.0,0.0,0
1164,11.54425,-11.035601,-22.57985,1.0,1.5620541e-10,1.0,1.5620541e-10,0.0,0.0,0
1165,8.246766,-7.9099627,-16.156729,0.9999999,9.621035e-08,0.9999999,9.621035e-08,0.0,0.0,0
1166,10.20381,-10.638306,-20.842115,1.0,8.879414e-10,1.0,8.879414e-10,0.0,0.0,0
1167,9.817952,-8.987081,-18.805033,1.0,6.808917e-09,1.0,6.8089174e-09,0.0,4.440892e-16,0
1168,1.864184,-1.9551961,-3.8193803,0.9785297,0.021470305,0.9785297,0.021470306,0.0,1.8626451e-09,0
1169,11.182017,-10.344121,-21.526138,1.0,4.4804013e-10,1.0,4.4804013e-10,0.0,0.0,0
1170,1.8771578,-1.615612,-3.4927697,0.97048134,0.029518656,0.97048134,0.029518655,0.0,1.8626451e-09,0
1171,12.083682,-11.224093,-23.307775,1.0,7.543306e-11,1.0,7.5433056e-11,0.0,6.938894e-18,0
1172,11.68152,-10.6432705,-22.324791,1.0,2.0158883e-10,1.0,2.0158886e-10,0.0,2.7755576e-17,0
1173,9.795272,-8.873892,-18.669163,1.0,7.799839e-09,1.0,7.799839e-09,0.0,0.0,0
1174,-0.59530914,1.1346847,1.7299938,0.15058836,0.8494116,0.15058836,0.84941167,0.0,5.9604645e-08,0
1175,12.148021,-11.017831,-23.165852,1.0,8.6935764e-11,1.0,8.693576e-11,0.0,6.938894e-18,0
1176,11.534042,-11.2080345,-22.742077,1.0,1.3281329e-10,1.0,1.3281329e-10,0.0,0.0,0
1177,2.4250724,-2.5542567,-4.979329,0.99316823,0.0068316823,0.99316823,0.0068316828,0.0,4.656613e-10,0
1178,4.9576144,-4.4560647,-9.413679,0.99991834,8.159351e-05,0.99991834,8.159351e-05,0.0,0.0,0
1179,9.756282,-9.054598,-18.810879,1.0,6.7692283e-09,1.0,6.7692283e-09,0.0,0.0,0
1180,18.931133,-17.952654,-36.88379,1.0,9.5845987e-17,1.0,9.584598e-17,0.0,6.617445e-24,0
1181,8.507785,-8.057169,-16.564953,0.9999999,6.396352e-08,0.9999999,6.396352e-08,0.0,0.0,0
1182,1.6985046,-1.4795266,-3.1780312,0.95999914,0.04000087,0.95999914,0.04000087,0.0,0.0,0
1183,13.386047,-12.899116,-26.285164,1.0,3.8414784e-12,1.0,3.8414784e-12,0.0,0.0,0
1184,-3.0977104,5.5486364,8.646347,0.00017573687,0.99982435,0.00017573686,0.99982435,1.4551915e-11,0.0,1
1185,12.983327,-12.488253,-25.47158,1.0,8.666288e-12,1.0,8.666288e-12,0.0,0.0,0
1186,10.667214,-9.86273,-20.529945,1.0,1.2132715e-09,1.0,1.2132715e-09,0.0,0.0,0
1187,6.6174774,-5.862674,-12.480152,0.9999962,3.8013436e-06,0.9999962,3.8013438e-06,0.0,2.2737368e-13,0
1188,4.9506893,-4.252869,-9.203558,0.99989927,0.000100670404,0.99989927,0.000100670404,0.0,0.0,0
1189,1.9024676,-1.7826147,-3.6850824,0.97551924,0.024480758,0.97551924,0.024480758,0.0,0.0,0
1190,-3.8889465,4.9036684,8.792615,0.0001518273,0.9998481,0.00015182729,0.9998481,1.4551915e-11,0.0,1
1191,9.096335,-8.269333,-17.36567,1.0,2.8720082e-08,1.0,2.8720082e-08,0.0,0.0,0
1192,-0.38684458,0.6534997,1.0403442,0.26108357,0.73891646,0.2610836,0.73891646,2.9802322e-08,0.0,0
1193,5.824647,-6.05023,-11.874877,0.9999931,6.9631133e-06,0.9999931,6.963113e-06,0.0,4.5474735e-13,0
1194,-0.7685253,1.247531,2.0160563,0.11752739,0.8824726,0.11752739,0.8824726,0.0,0.0,0
1195,6.8544407,-7.1148357,-13.969276,0.99999917,8.57472e-07,0.99999917,8.57472e-07,0.0,0.0,0
1196,12.386955,-11.042546,-23.4295,1.0,6.678781e-11,1.0,6.678781e-11,0.0,0.0,0
1197,-0.72119564,1.1594489,1.8806446,0.13231485,0.86768514,0.13231486,0.86768514,1.4901161e-08,0.0,0
1198,8.919182,-8.614008,-17.53319,1.0,2.4290275e-08,1.0,2.4290273e-08,0.0,1.7763568e-15,0
1199,12.310426,-11.0689125,-23.379337,1.0,7.0223556e-11,1.0,7.0223556e-11,0.0,0.0,0
1200,3.598221,-3.1167529,-6.714974,0.9987889,0.001211149,0.9987889,0.001211149,0.0,0.0,0
1201,3.2158327,-3.1586304,-6.374463,0.99829835,0.0017016343,0.99829835,0.0017016343,0.0,0.0,0
1202,1.9051919,-1.7951565,-3.7003484,0.97588116,0.02411882,0.97588116,0.024118818,0.0,1.8626451e-09,0
1203,10.526176,-9.224797,-19.750973,1.0,2.6440006e-09,1.0,2.6440001e-09,0.0,4.440892e-16,0
1204,-0.85613066,1.3752713,2.231402,0.09696582,0.9030342,0.09696581,0.9030342,7.450581e-09,0.0,0
1205,5.409304,-4.5683746,-9.977678,0.9999536,4.6422574e-05,0.9999536,4.6422574e-05,0.0,0.0,0
1206,8.55019,-7.7290382,-16.279228,0.9999999,8.511792e-08,0.9999999,8.511791e-08,0.0,7.1054274e-15,0
1207,9.009675,-8.041767,-17.051441,1.0,3.932359e-08,1.0,3.932359e-08,0.0,0.0,0
1208,11.086615,-10.899805,-21.98642,1.0,2.8276084e-10,1.0,2.8276084e-10,0.0,0.0,0
1209,8.5650835,-8.082494,-16.647577,1.0,5.8891015e-08,1.0,5.8891015e-08,0.0,0.0,0
1210,17.53793,-16.74051,-34.278442,1.0,1.2973633e-15,1.0,1.2973633e-15,0.0,0.0,0
1211,7.572727,-7.1781254,-14.750853,0.99999964,3.9245148e-07,0.99999964,3.9245145e-07,0.0,2.842171e-14,0
1212,18.697712,-17.457401,-36.155113,1.0,1.9862496e-16,1.0,1.9862496e-16,0.0,0.0,0
1213,6.4643106,-5.7673106,-12.231621,0.9999951,4.873854e-06,0.9999951,4.873854e-06,0.0,0.0,0
1214,5.313076,-5.1522713,-10.465347,0.9999715,2.8506574e-05,0.9999715,2.8506574e-05,0.0,0.0,0
1215,11.036189,-10.25672,-21.292908,1.0,5.65728e-10,1.0,5.65728e-10,0.0,0.0,0
1216,7.332192,-6.714789,-14.046981,0.99999917,7.933656e-07,0.99999917,7.9336553e-07,0.0,5.684342e-14,0
1217,7.6098466,-7.2835364,-14.893383,0.99999964,3.4031868e-07,0.99999964,3.4031865e-07,0.0,2.842171e-14,0
1218,9.985885,-9.324397,-19.310282,1.0,4.1081964e-09,1.0,4.1081964e-09,0.0,0.0,0
1219,6.581988,-6.305301,-12.887289,0.9999975,2.5299992e-06,0.9999975,2.5299994e-06,0.0,2.2737368e-13,0
1220,5.372377,-4.4801774,-9.852554,0.9999474,5.2609867e-05,0.9999474,5.2609867e-05,0.0,0.0,0
1221,11.086632,-10.0141325,-21.100765,1.0,6.855736e-10,1.0,6.8557354e-10,0.0,5.551115e-17,0
1222,-0.780176,1.2263186,2.0064945,0.11852272,0.88147724,0.11852272,0.88147724,0.0,0.0,1
1223,1.7171268,-1.8448869,-3.5620136,0.9724017,0.027598333,0.9724017,0.027598333,0.0,0.0,0
1224,6.9429784,-6.218857,-13.161835,0.9999981,1.9225913e-06,0.9999981,1.9225913e-06,0.0,0.0,0
1225,10.350432,-9.856747,-20.20718,1.0,1.6754568e-09,1.0,1.6754567e-09,0.0,1.110223e-16,0
1226,6.5298414,-6.1544766,-12.684319,0.9999969,3.0993392e-06,0.9999969,3.099339e-06,0.0,2.2737368e-13,0
1227,7.3370457,-6.7993765,-14.136422,0.9999993,7.2548687e-07,0.9999993,7.2548687e-07,0.0,0.0,0
1228,3.8758695,-3.0806892,-6.9565587,0.99904853,0.00095146213,0.99904853,0.0009514622,0.0,5.820766e-11,0
1229,13.872194,-12.674224,-26.546417,1.0,2.9582677e-12,1.0,2.9582675e-12,0.0,2.1684043e-19,0
1230,8.901807,-8.515775,-17.417582,1.0,2.7267193e-08,1.0,2.7267195e-08,0.0,1.7763568e-15,0
1231,4.486352,-4.525586,-9.011938,0.99987805,0.00012193041,0.99987805,0.00012193041,0.0,0.0,0
1232,8.005617,-8.482428,-16.488045,0.9999999,6.907694e-08,0.9999999,6.907694e-08,0.0,0.0,0
1233,6.4179673,-6.4252586,-12.8432255,0.9999974,2.6439725e-06,0.9999974,2.6439725e-06,0.0,0.0,0
1234,6.896835,-6.4024544,-13.29929,0.99999833,1.6756802e-06,0.99999833,1.6756801e-06,0.0,1.1368684e-13,0
1235,13.213583,-11.988714,-25.202297,1.0,1.1344396e-11,1.0,1.1344395e-11,0.0,8.6736174e-19,0
1236,6.174357,-5.6047883,-11.779145,0.9999924,7.662648e-06,0.9999924,7.662649e-06,0.0,9.094947e-13,0
1237,10.193223,-9.525376,-19.7186,1.0,2.7309963e-09,1.0,2.7309963e-09,0.0,0.0,0
1238,6.4793935,-5.686388,-12.165781,0.99999475,5.2055443e-06,0.99999475,5.2055448e-06,0.0,4.5474735e-13,0
1239,7.3269386,-6.2547746,-13.581713,0.9999987,1.2633874e-06,0.9999987,1.2633874e-06,0.0,0.0,0
1240,12.884856,-13.639526,-26.524384,1.0,3.0241727e-12,1.0,3.0241727e-12,0.0,0.0,0
1241,8.152103,-7.3982253,-15.550329,0.9999999,1.7643218e-07,0.9999999,1.7643218e-07,0.0,0.0,0
1242,7.708442,-7.8383017,-15.546743,0.9999999,1.7706597e-07,0.9999999,1.7706597e-07,0.0,0.0,0
1243,-2.4170368,4.066432,6.483469,0.0015261663,0.9984738,0.0015261663,0.9984738,0.0,0.0,1
1244,-0.72302043,1.1655872,1.8886076,0.13140331,0.8685967,0.13140331,0.8685967,0.0,0.0,1
1245,5.037417,-4.752809,-9.790226,0.999944,5.5993107e-05,0.999944,5.5993107e-05,0.0,0.0,0
1246,8.286221,-7.432927,-15.719148,0.9999999,1.490256e-07,0.9999999,1.490256e-07,0.0,0.0,0
1247,-5.062019,6.2233305,11.285349,1.2555379e-05,0.9999875,1.255538e-05,0.9999875,9.094947e-13,0.0,1
1248,9.962619,-9.433563,-19.396183,1.0,3.7700296e-09,1.0,3.7700296e-09,0.0,0.0,0
1249,7.4257383,-6.5662007,-13.99194,0.99999917,8.382576e-07,0.99999917,8.3825756e-07,0.0,5.684342e-14,0
1250,5.976235,-6.0038514,-11.980086,0.9999937,6.267753e-06,0.9999937,6.2677527e-06,0.0,4.5474735e-13,0
1251,9.42113,-8.379099,-17.800228,1.0,1.8597696e-08,1.0,1.8597696e-08,0.0,0.0,0
1252,10.382606,-9.4940195,-19.876625,1.0,2.3318005e-09,1.0,2.3318005e-09,0.0,0.0,0
1253,6.2591453,-6.066429,-12.325575,0.9999956,4.4367907e-06,0.9999956,4.4367907e-06,0.0,0.0,0
1254,6.996022,-6.9901967,-13.986219,0.99999917,8.4306635e-07,0.99999917,8.4306635e-07,0.0,0.0,0
1255,3.3479168,-2.7729712,-6.1208878,0.9978083,0.002191691,0.9978083,0.002191691,0.0,0.0,0
1256,6.333658,-5.8077517,-12.14141,0.99999464,5.3339622e-06,0.99999464,5.3339677e-06,0.0,5.456968e-12,0
1257,5.562209,-4.917813,-10.480022,0.99997187,2.8091303e-05,0.99997187,2.8091301e-05,0.0,1.8189894e-12,0
1258,7.3580394,-6.791208,-14.149247,0.9999993,7.162419e-07,0.9999993,7.1624186e-07,0.0,5.684342e-14,0
1259,12.692248,-11.934494,-24.626743,1.0,2.0171642e-11,1.0,2.0171642e-11,0.0,0.0,0
1260,9.924459,-9.208887,-19.133347,1.0,4.9033533e-09,1.0,4.9033533e-09,0.0,0.0,0
1261,6.0388737,-6.08364,-12.122514,0.9999945,5.435716e-06,0.9999945,5.4357156e-06,0.0,4.5474735e-13,0
1262,-0.6288619,1.0388532,1.6677151,0.15872906,0.841271,0.15872905,0.841271,1.4901161e-08,0.0,1
1263,0.23020099,0.02356103,-0.20663996,0.55147696,0.44852304,0.55147696,0.44852304,0.0,0.0,0
1264,6.2881436,-5.705089,-11.993233,0.9999938,6.1858946e-06,0.9999938,6.185894e-06,0.0,4.5474735e-13,0
1265,6.499901,-6.823475,-13.323376,0.99999833,1.6358019e-06,0.99999833,1.635802e-06,0.0,1.1368684e-13,0
1266,9.125496,-8.331706,-17.457203,1.0,2.6207953e-08,1.0,2.6207955e-08,0.0,1.7763568e-15,0
1267,8.395414,-7.2349477,-15.630362,0.9999999,1.6286216e-07,0.9999999,1.6286216e-07,0.0,0.0,0
1268,1.9431082,-1.6268425,-3.5699506,0.9726139,0.027386127,0.9726139,0.027386127,0.0,0.0,0
1269,12.481762,-12.006837,-24.488598,1.0,2.3159922e-11,1.0,2.3159922e-11,0.0,0.0,0
1270,-0.40524268,0.6415563,1.046799,0.25984025,0.74015975,0.25984028,0.74015975,2.9802322e-08,0.0,0
1271,-0.5900562,1.090648,1.6807042,0.15700224,0.8429977,0.15700224,0.8429977,0.0,0.0,0
1272,7.854869,-7.8270693,-15.681938,0.9999999,1.5467522e-07,0.9999999,1.5467522e-07,0.0,0.0,0
1273,-0.053253442,0.33550173,0.38875517,0.404017,0.595983,0.404017,0.595983,0.0,0.0,0
1274,7.9394693,-7.3322144,-15.271684,0.99999976,2.3312666e-07,0.99999976,2.3312666e-07,0.0,0.0,0
1275,2.0939739,-1.8317263,-3.9257002,0.98065335,0.019346641,0.98065335,0.019346641,0.0,0.0,0
1276,16.944191,-16.098711,-33.0429,1.0,4.463246e-15,1.0,4.463246e-15,0.0,0.0,0
1277,9.056109,-8.420112,-17.476221,1.0,2.5714236e-08,1.0,2.5714234e-08,0.0,1.7763568e-15,0
1278,9.095158,-8.70574,-17.800898,1.0,1.858525e-08,1.0,1.858525e-08,0.0,0.0,0
1279,5.4023523,-5.3653593,-10.767712,0.9999789,2.1068476e-05,0.9999789,2.1068476e-05,0.0,0.0,0
1280,10.126269,-9.220783,-19.347054,1.0,3.959874e-09,1.0,3.959874e-09,0.0,0.0,0
1281,-0.6163131,1.084387,1.7007,0.15437385,0.8456262,0.15437385,0.8456262,0.0,0.0,0
1282,14.756762,-14.115772,-28.872534,1.0,2.8894682e-13,1.0,2.889468e-13,0.0,2.7105054e-20,0
1283,6.7626743,-5.852542,-12.615216,0.99999666,3.321083e-06,0.99999666,3.3210829e-06,0.0,2.2737368e-13,0
1284,-3.3150728,4.0483537,7.363426,0.00063362066,0.99936634,0.00063362066,0.99936634,0.0,0.0,1
1285,4.7373257,-4.56156,-9.298885,0.99990845,9.151781e-05,0.99990845,9.151782e-05,0.0,7.275958e-12,0
1286,8.14776,-8.494513,-16.642273,1.0,5.9204226e-08,1.0,5.920422e-08,0.0,7.1054274e-15,0
1287,5.778908,-5.1435566,-10.922464,0.999982,1.8047878e-05,0.999982,1.8047878e-05,0.0,0.0,0
1288,3.6907327,-3.6393704,-7.330103,0.9993449,0.00065507664,0.9993449,0.0006550767,0.0,5.820766e-11,0
1289,13.518595,-12.438828,-25.957424,1.0,5.33131e-12,1.0,5.33131e-12,0.0,0.0,0
1290,7.5544124,-6.7559776,-14.31039,0.9999994,6.0964373e-07,0.9999994,6.096438e-07,0.0,5.684342e-14,0
1291,4.9255033,-4.0089707,-8.934474,0.9998683,0.00013174982,0.9998683,0.00013174982,0.0,0.0,0
1292,11.808028,-10.337706,-22.145733,1.0,2.4111843e-10,1.0,2.4111843e-10,0.0,0.0,0
1293,10.686463,-11.270035,-21.956497,1.0,2.913496e-10,1.0,2.913496e-10,0.0,0.0,0
1294,4.079944,-3.2719028,-7.3518467,0.99935895,0.00064099557,0.99935895,0.00064099557,0.0,0.0,0
1295,13.315647,-12.3053255,-25.620972,1.0,7.463686e-12,1.0,7.463687e-12,0.0,8.6736174e-19,0
1296,7.1253705,-6.364086,-13.489456,0.99999857,1.3854889e-06,0.99999857,1.3854886e-06,0.0,2.2737368e-13,0
1297,10.992751,-10.119065,-21.111816,1.0,6.7803896e-10,1.0,6.7803896e-10,0.0,0.0,0
1298,6.81683,-6.800805,-13.617636,0.9999988,1.2188083e-06,0.9999988,1.2188084e-06,0.0,1.1368684e-13,0
1299,2.672087,-2.761156,-5.433243,0.9956501,0.0043499013,0.9956501,0.0043499013,0.0,0.0,0
1300,11.108756,-10.28434,-21.393097,1.0,5.11795e-10,1.0,5.11795e-10,0.0,0.0,0
1301,5.5075893,-4.947233,-10.454823,0.99997115,2.8808174e-05,0.99997115,2.8808172e-05,0.0,1.8189894e-12,0
1302,4.610561,-4.572536,-9.183097,0.99989724,0.00010275124,0.99989724,0.00010275124,0.0,0.0,0
1303,8.342978,-8.0778055,-16.420784,0.9999999,7.388292e-08,0.9999999,7.388292e-08,0.0,0.0,0
1304,7.3758254,-6.592972,-13.968798,0.99999917,8.5788264e-07,0.99999917,8.578826e-07,0.0,5.684342e-14,0
1305,9.018223,-8.068844,-17.087067,1.0,3.7947476e-08,1.0,3.794733e-08,0.0,1.4566126e-13,0
1306,6.310201,-5.983313,-12.293514,0.99999547,4.581341e-06,0.99999547,4.581341e-06,0.0,0.0,0
1307,5.955114,-5.423003,-11.378117,0.99998856,1.14430495e-05,0.99998856,1.1443049e-05,0.0,9.094947e-13,0
